87.71,87.71,87.71,87.71,87.71,87.71,84.79,84.79,84.79,84.79,84.79,84.57,84.57,84.57,84.57,84.57,87.69,87.69,87.69,87.69,87.69,87.69,0,0,0,0,0,0,78.13,78.13,78.13,78.13,78.13,78.13,64.26,64.26,64.26,64.26,64.26,64.26,72.362,72.362,72.362,72.362,72.362,70.758,70.758,70.758,70.758,70.758,73.687,73.687,73.687,73.687,73.687,78.944,78.944,78.944,78.944,78.944
9,9,9,9,9,9,4,4,4,4,4,2.333333333,2.333333333,2.333333333,2.333333333,2.333333333,1.5,1.5,1.5,1.5,1.5,1.5,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,4,4,4,2.333333333,2.333333333,2.333333333,2.333333333,2.333333333,1.5,1.5,1.5,1.5,1.5
8.041119048,8.351119048,7.923119048,8.232119048,7.832119048,8.177119048,7.755119048,7.788119048,7.810119048,7.977119048,7.965119048,7.064119048,6.736119048,6.679119048,6.443119048,7.132119048,5.451119048,6.433119048,6.047119048,6.420119048,6.635119048,5.985119048,2.071119048,0.713119048,0.689119048,0.386119048,0.705119048,1.001119048,7.607,8.753,8.86,7.916,7.883,8.576,8.719,8.289,7.819,7.352,8.171,7.429,6.910119048,6.640119048,7.109119048,6.761119048,6.380119048,5.316119048,5.933119048,4.999119048,5.675119048,6.181119048,4.332119048,5.056119048,4.459119048,4.779119048,5.135119048,3.597119048,4.886119048,4.124119048,4.629119048,4.526119048
