Element_ID,Type,Point_X (É m),Point_Y (É m)
1,Line,64.04982421875,190.265654296875
1,Line,65.305703125,199.05680664062498
1,Line,65.933642578125,205.336201171875
1,Line,65.933642578125,212.24353515625
1,Line,65.933642578125,220.406748046875
1,Line,67.18952148437499,223.5464453125
1,Line,68.445400390625,227.31408203125
1,Line,68.445400390625,234.221416015625
1,Line,69.701279296875,237.989052734375
1,Line,69.701279296875,243.012568359375
1,Line,70.32921875,247.40814453125
1,Line,70.957158203125,251.17578125
1,Line,72.213037109375,253.6875390625
1,Line,72.8409765625,257.45517578125
1,Line,72.8409765625,261.850751953125
1,Line,72.8409765625,264.99044921875
1,Line,73.468916015625,269.386025390625
1,Line,73.468916015625,273.153662109375
1,Line,78.492431640625,281.316875
1,Line,82.88800781249999,284.45657226562497
1,Line,82.88800781249999,287.59626953125
1,Line,82.88800781249999,291.991845703125
1,Line,82.88800781249999,295.759482421875
1,Line,82.88800781249999,298.8991796875
1,Line,84.14388671875,302.038876953125
1,Line,84.771826171875,304.550634765625
1,Line,84.771826171875,306.434453125
1,Line,85.399765625,311.45796875
1,Line,85.399765625,316.481484375
1,Line,86.65564453125,321.505
1,Line,87.9115234375,324.0167578125
1,Line,89.795341796875,325.900576171875
1,Line,91.051220703125,327.156455078125
1,Line,92.9350390625,328.412333984375
1,Line,93.562978515625,332.179970703125
1,Line,93.562978515625,334.691728515625
1,Line,96.70267578125,341.5990625
1,Line,96.074736328125,350.39021484375
1,Line,94.818857421875,354.785791015625
1,Line,94.19091796875,359.1813671875
1,Line,93.562978515625,364.832822265625
1,Line,92.9350390625,367.97251953125
1,Line,92.307099609375,371.112216796875
1,Line,91.051220703125,376.135732421875
1,Line,90.42328125,379.2754296875
1,Line,89.16740234375,383.671005859375
1,Line,89.16740234375,386.810703125
1,Line,89.16740234375,393.09009765625
1,Line,88.539462890625,398.741552734375
1,Line,87.283583984375,400.62537109375
1,Line,84.771826171875,403.13712890625
1,Line,82.260068359375,407.532705078125
1,Line,82.88800781249999,408.788583984375
1,Line,85.399765625,408.788583984375
1,Line,86.65564453125,413.18416015625
1,Line,89.795341796875,412.556220703125
1,Line,91.67916015624999,406.904765625
1,Line,95.446796875,405.64888671875
1,Line,97.330615234375,405.64888671875
1,Line,99.842373046875,405.020947265625
1,Line,102.9820703125,405.020947265625
1,Line,106.121767578125,405.020947265625
1,Line,107.37764648437499,405.020947265625
1,Line,112.401162109375,405.020947265625
1,Line,113.0291015625,405.020947265625
1,Line,116.16879882812499,404.3930078125
1,Line,118.680556640625,405.020947265625
1,Line,124.33201171875,405.64888671875
1,Line,126.84376953125,405.64888671875
1,Line,129.983466796875,410.04446289062497
1,Line,133.1231640625,408.788583984375
1,Line,133.1231640625,405.020947265625
1,Line,133.1231640625,400.62537109375
1,Line,131.239345703125,395.60185546875
1,Line,129.983466796875,392.462158203125
1,Line,129.983466796875,388.694521484375
1,Line,129.35552734375,386.182763671875
1,Line,126.84376953125,383.04306640625
1,Line,124.33201171875,378.64749023437497
1,Line,121.192314453125,373.623974609375
1,Line,120.564375,371.112216796875
1,Line,119.936435546875,369.2283984375
1,Line,117.424677734375,364.832822265625
1,Line,116.79673828125,362.94900390624997
1,Line,113.0291015625,357.92548828125
1,Line,111.77322265625,356.669609375
1,Line,110.51734375,354.785791015625
1,Line,109.26146484375,353.529912109375
1,Line,107.37764648437499,351.01815429687497
1,Line,106.121767578125,348.506396484375
1,Line,105.493828125,347.25051757812497
1,Line,105.493828125,345.36669921875
1,Line,104.865888671875,343.482880859375
1,Line,104.865888671875,339.715244140625
1,Line,106.121767578125,337.203486328125
1,Line,106.74970703125,335.31966796874997
1,Line,106.74970703125,332.179970703125
1,Line,106.74970703125,330.924091796875
1,Line,106.74970703125,327.78439453125
1,Line,108.0055859375,327.156455078125
1,Line,111.77322265625,325.900576171875
1,Line,113.0291015625,325.27263671875
1,Line,114.28498046874999,323.388818359375
1,Line,115.540859375,320.877060546875
1,Line,116.16879882812499,317.73736328125
1,Line,116.16879882812499,313.9697265625
1,Line,117.424677734375,311.45796875
1,Line,121.192314453125,307.69033203125
1,Line,121.82025390625,305.17857421875
1,Line,121.82025390625,303.294755859375
1,Line,122.448193359375,300.782998046875
1,Line,123.704072265625,295.13154296875
1,Line,123.704072265625,291.991845703125
1,Line,124.959951171875,288.8521484375
1,Line,126.215830078125,285.08451171875
1,Line,126.215830078125,283.8286328125
1,Line,127.471708984375,279.433056640625
1,Line,128.727587890625,276.293359375
1,Line,128.727587890625,274.409541015625
1,Line,128.727587890625,271.26984375
1,Line,128.727587890625,267.50220703125
1,Line,128.0996484375,264.362509765625
1,Line,126.84376953125,261.850751953125
1,Line,126.84376953125,259.96693359375
1,Line,125.587890625,257.45517578125
1,Line,125.587890625,255.571357421875
1,Line,125.587890625,254.315478515625
1,Line,127.471708984375,251.803720703125
1,Line,129.35552734375,248.03608398437498
1,Line,131.239345703125,246.15226562499998
1,Line,131.86728515625,244.89638671875
1,Line,133.1231640625,241.12875
1,Line,133.751103515625,238.6169921875
1,Line,133.751103515625,236.105234375
1,Line,131.86728515625,232.33759765624998
1,Line,130.61140625,229.82583984375
1,Line,129.35552734375,226.058203125
1,Line,128.727587890625,223.5464453125
1,Line,128.727587890625,222.29056640625
1,Line,128.727587890625,219.150869140625
1,Line,130.61140625,215.383232421875
1,Line,131.86728515625,212.87147460937499
1,Line,133.751103515625,209.73177734375
1,Line,136.26286132812498,207.847958984375
1,Line,141.91431640625,205.336201171875
1,Line,143.1701953125,203.4523828125
1,Line,144.42607421875,202.19650390625
2,Line,577.704296875,191.521533203125
2,Line,573.308720703125,191.521533203125
2,Line,570.1690234375,192.777412109375
2,Line,565.773447265625,194.033291015625
2,Line,562.63375,195.289169921875
2,Line,560.7499316406249,199.68474609375
2,Line,560.7499316406249,201.568564453125
2,Line,560.7499316406249,204.080322265625
2,Line,560.7499316406249,205.964140625
2,Line,561.37787109375,209.73177734375
2,Line,561.37787109375,212.24353515625
2,Line,561.37787109375,214.75529296874998
2,Line,561.37787109375,216.63911132812498
2,Line,562.005810546875,219.77880859375
2,Line,563.261689453125,221.662626953125
2,Line,565.1455078125,224.174384765625
2,Line,566.40138671875,226.058203125
2,Line,567.657265625,227.31408203125
2,Line,568.9131445312499,231.08171875
2,Line,569.541083984375,232.965537109375
2,Line,565.1455078125,235.477294921875
2,Line,564.517568359375,239.244931640625
2,Line,564.517568359375,242.38462890625
2,Line,565.1455078125,244.26844726562499
2,Line,568.285205078125,249.291962890625
2,Line,565.1455078125,251.803720703125
2,Line,559.494052734375,255.571357421875
2,Line,556.982294921875,258.083115234375
2,Line,556.35435546875,262.47869140625
2,Line,559.494052734375,265.618388671875
2,Line,560.1219921875,268.130146484375
2,Line,562.005810546875,272.52572265624997
2,Line,562.005810546875,274.409541015625
2,Line,562.63375,276.293359375
2,Line,562.63375,278.8051171875
2,Line,563.261689453125,281.944814453125
2,Line,564.517568359375,286.968330078125
2,Line,566.40138671875,289.480087890625
2,Line,566.40138671875,291.991845703125
2,Line,566.40138671875,294.503603515625
2,Line,563.261689453125,297.64330078125
2,Line,560.7499316406249,300.782998046875
2,Line,558.238173828125,305.17857421875
2,Line,556.982294921875,308.318271484375
2,Line,556.35435546875,310.830029296875
2,Line,554.470537109375,313.341787109375
2,Line,553.84259765625,315.85354492187497
2,Line,549.447021484375,315.85354492187497
2,Line,546.935263671875,316.481484375
2,Line,540.0279296875,312.085908203125
2,Line,539.399990234375,312.71384765625
2,Line,538.144111328125,315.85354492187497
2,Line,537.5161718749999,318.9932421875
2,Line,537.5161718749999,320.877060546875
2,Line,537.5161718749999,324.0167578125
2,Line,539.399990234375,330.924091796875
2,Line,540.0279296875,332.80791015625
2,Line,543.167626953125,337.83142578125
2,Line,545.0514453124999,340.971123046875
2,Line,546.30732421875,342.227001953125
2,Line,548.81908203125,344.1108203125
2,Line,550.702900390625,350.39021484375
2,Line,550.702900390625,352.90197265625
2,Line,552.58671875,356.041669921875
2,Line,553.84259765625,360.43724609375
2,Line,555.726416015625,363.576943359375
2,Line,556.982294921875,366.088701171875
2,Line,557.610234375,367.97251953125
2,Line,559.494052734375,371.74015625
2,Line,560.7499316406249,376.135732421875
2,Line,562.005810546875,379.903369140625
2,Line,562.63375,383.04306640625
2,Line,563.261689453125,385.55482421875
2,Line,564.517568359375,388.06658203125
2,Line,565.1455078125,390.57833984375
2,Line,565.773447265625,395.60185546875
2,Line,567.029326171875,398.11361328124997
2,Line,567.657265625,401.253310546875
2,Line,569.541083984375,403.765068359375
2,Line,570.1690234375,407.532705078125
2,Line,568.9131445312499,409.4165234375
2,Line,567.029326171875,408.16064453125
2,Line,565.1455078125,406.276826171875
2,Line,562.63375,405.64888671875
2,Line,560.1219921875,405.020947265625
2,Line,555.726416015625,404.3930078125
2,Line,553.84259765625,404.3930078125
2,Line,551.958779296875,403.765068359375
2,Line,549.447021484375,403.765068359375
2,Line,545.679384765625,403.765068359375
2,Line,543.79556640625,403.765068359375
2,Line,541.911748046875,404.3930078125
2,Line,538.144111328125,405.64888671875
2,Line,533.120595703125,406.276826171875
2,Line,529.3529589843749,406.904765625
2,Line,526.841201171875,408.16064453125
2,Line,521.8176855468749,408.16064453125
2,Line,519.9338671875,405.020947265625
2,Line,520.561806640625,402.509189453125
2,Line,523.073564453125,398.741552734375
2,Line,523.70150390625,395.60185546875
2,Line,524.329443359375,393.09009765625
2,Line,524.329443359375,391.206279296875
2,Line,524.329443359375,389.3224609375
2,Line,524.329443359375,388.06658203125
2,Line,525.585322265625,386.182763671875
2,Line,526.21326171875,384.926884765625
2,Line,527.469140625,381.159248046875
2,Line,527.469140625,378.64749023437497
2,Line,527.469140625,375.50779296875
2,Line,527.469140625,373.623974609375
2,Line,525.585322265625,372.99603515625
2,Line,524.329443359375,371.74015625
2,Line,525.585322265625,369.2283984375
2,Line,528.72501953125,366.088701171875
2,Line,529.9808984375,361.693125
2,Line,529.9808984375,358.553427734375
2,Line,529.9808984375,356.669609375
2,Line,529.9808984375,355.41373046875
2,Line,529.9808984375,353.529912109375
2,Line,529.9808984375,350.39021484375
2,Line,529.9808984375,348.506396484375
2,Line,530.608837890625,344.1108203125
2,Line,530.608837890625,342.227001953125
2,Line,530.608837890625,340.34318359375
2,Line,529.9808984375,337.83142578125
2,Line,529.9808984375,332.80791015625
2,Line,530.608837890625,330.29615234375
2,Line,530.608837890625,328.412333984375
2,Line,530.608837890625,327.156455078125
2,Line,529.9808984375,325.27263671875
2,Line,528.097080078125,323.388818359375
2,Line,523.70150390625,324.644697265625
2,Line,519.305927734375,324.644697265625
2,Line,516.794169921875,324.0167578125
2,Line,516.16623046875,322.132939453125
2,Line,516.16623046875,319.62118164062497
2,Line,516.16623046875,317.109423828125
2,Line,516.16623046875,315.22560546875
2,Line,516.16623046875,312.71384765625
2,Line,516.16623046875,310.20208984375
2,Line,516.16623046875,308.318271484375
2,Line,516.794169921875,305.806513671875
2,Line,516.794169921875,304.550634765625
2,Line,517.422109375,302.038876953125
2,Line,517.422109375,298.8991796875
2,Line,517.422109375,295.13154296875
2,Line,517.422109375,293.247724609375
2,Line,514.9103515625,290.735966796875
2,Line,513.026533203125,287.59626953125
2,Line,513.026533203125,285.712451171875
2,Line,513.026533203125,280.688935546875
2,Line,514.282412109375,279.433056640625
2,Line,515.538291015625,277.54923828125
2,Line,516.794169921875,275.665419921875
2,Line,515.538291015625,273.153662109375
2,Line,514.282412109375,269.386025390625
2,Line,512.39859375,268.130146484375
2,Line,511.14271484375,266.874267578125
2,Line,510.514775390625,264.99044921875
2,Line,509.258896484375,263.106630859375
2,Line,506.747138671875,261.850751953125
2,Line,505.491259765625,260.594873046875
2,Line,503.60744140625,257.45517578125
2,Line,505.491259765625,250.547841796875
2,Line,505.491259765625,246.780205078125
2,Line,507.375078125,242.38462890625
2,Line,507.375078125,239.87287109375
2,Line,506.747138671875,236.733173828125
2,Line,506.11919921875,234.84935546875
2,Line,506.11919921875,232.33759765624998
2,Line,506.11919921875,230.45377929687498
2,Line,506.11919921875,229.197900390625
2,Line,501.723623046875,216.63911132812498
3,Arc,501.09568359375,214.127353515625
3,Arc,499.8398046875,210.98765625
3,Arc,498.58392578125,208.4758984375
3,Arc,497.328046875,205.336201171875
3,Arc,496.07216796874997,202.824443359375
3,Arc,494.8162890625,199.68474609375
3,Arc,493.56041015625,197.17298828124999
3,Arc,491.676591796875,194.033291015625
3,Arc,490.420712890625,191.521533203125
3,Arc,488.53689453124997,188.3818359375
3,Arc,487.281015625,185.870078125
3,Arc,485.397197265625,183.35832031249998
3,Arc,484.141318359375,180.218623046875
3,Arc,482.2575,177.706865234375
3,Arc,480.37368164062497,175.195107421875
3,Arc,478.48986328125,172.683349609375
3,Arc,476.60604492187497,170.171591796875
3,Arc,474.7222265625,167.65983398437498
3,Arc,472.83840820312497,165.148076171875
3,Arc,470.95458984375,162.636318359375
3,Arc,469.070771484375,160.124560546875
3,Arc,467.186953125,157.612802734375
3,Arc,464.67519531249997,155.728984375
3,Arc,462.791376953125,153.2172265625
3,Arc,460.279619140625,150.70546875
3,Arc,458.39580078125,148.821650390625
3,Arc,455.88404296875,146.309892578125
3,Arc,454.000224609375,144.42607421875
3,Arc,451.488466796875,141.91431640625
3,Arc,448.97670898437497,140.030498046875
3,Arc,447.092890625,137.518740234375
3,Arc,444.5811328125,135.634921875
3,Arc,442.069375,133.751103515625
3,Arc,439.5576171875,131.86728515625
3,Arc,437.045859375,129.983466796875
3,Arc,434.5341015625,128.0996484375
3,Arc,432.02234375,126.215830078125
3,Arc,429.51058593749997,124.33201171875
3,Arc,426.998828125,122.448193359375
3,Arc,423.859130859375,121.192314453125
3,Arc,421.347373046875,119.30849609375
3,Arc,418.835615234375,117.424677734375
3,Arc,415.69591796875,116.16879882812499
3,Arc,413.18416015625,114.28498046874999
3,Arc,410.67240234375,113.0291015625
3,Arc,407.532705078125,111.77322265625
3,Arc,405.020947265625,110.51734375
3,Arc,401.88125,108.633525390625
3,Arc,399.3694921875,107.37764648437499
3,Arc,396.229794921875,106.121767578125
3,Arc,393.09009765625,104.865888671875
3,Arc,390.57833984375,103.610009765625
3,Arc,387.438642578125,102.9820703125
3,Arc,384.2989453125,101.72619140625
3,Arc,381.159248046875,100.4703125
3,Arc,378.64749023437497,99.842373046875
3,Arc,375.50779296875,98.58649414062499
3,Arc,372.368095703125,97.9585546875
3,Arc,369.2283984375,97.330615234375
3,Arc,366.088701171875,96.074736328125
3,Arc,362.94900390624997,95.446796875
3,Arc,360.43724609375,94.818857421875
3,Arc,357.297548828125,94.19091796875
3,Arc,354.1578515625,93.562978515625
3,Arc,351.01815429687497,92.9350390625
3,Arc,347.87845703125,92.9350390625
3,Arc,344.738759765625,92.307099609375
3,Arc,341.5990625,91.67916015624999
3,Arc,338.459365234375,91.67916015624999
3,Arc,335.31966796874997,91.051220703125
3,Arc,332.179970703125,91.051220703125
3,Arc,329.0402734375,91.051220703125
3,Arc,325.900576171875,91.051220703125
3,Arc,322.76087890625,91.051220703125
3,Arc,319.62118164062497,91.051220703125
3,Arc,316.481484375,91.051220703125
3,Arc,313.341787109375,91.051220703125
3,Arc,310.20208984375,91.051220703125
3,Arc,307.062392578125,91.051220703125
3,Arc,303.92269531249997,91.67916015624999
3,Arc,300.782998046875,91.67916015624999
3,Arc,297.64330078125,92.307099609375
3,Arc,294.503603515625,92.307099609375
3,Arc,291.36390625,92.9350390625
3,Arc,288.22420898437497,93.562978515625
3,Arc,285.08451171875,94.19091796875
3,Arc,281.944814453125,94.19091796875
3,Arc,278.8051171875,95.446796875
3,Arc,275.665419921875,96.074736328125
3,Arc,272.52572265624997,96.70267578125
3,Arc,269.386025390625,97.330615234375
3,Arc,266.246328125,97.9585546875
3,Arc,263.7345703125,99.21443359375
3,Arc,260.594873046875,99.842373046875
3,Arc,257.45517578125,101.098251953125
3,Arc,254.315478515625,102.354130859375
3,Arc,251.803720703125,102.9820703125
3,Arc,248.6640234375,104.23794921875
3,Arc,245.524326171875,105.493828125
3,Arc,243.012568359375,106.74970703125
3,Arc,239.87287109375,108.0055859375
3,Arc,237.36111328125,109.26146484375
3,Arc,234.221416015625,110.51734375
3,Arc,231.08171875,111.77322265625
3,Arc,228.56996093749999,113.657041015625
3,Arc,226.058203125,114.912919921875
3,Arc,222.918505859375,116.79673828125
3,Arc,220.406748046875,118.0526171875
3,Arc,217.894990234375,119.936435546875
3,Arc,214.75529296874998,121.192314453125
3,Arc,212.24353515625,123.07613281249999
3,Arc,209.73177734375,124.959951171875
3,Arc,207.22001953125,126.84376953125
3,Arc,204.70826171875,128.727587890625
3,Arc,202.19650390625,130.61140625
3,Arc,199.68474609375,132.495224609375
3,Arc,197.17298828124999,134.37904296874999
3,Arc,194.66123046875,136.26286132812498
3,Arc,192.14947265625,138.1466796875
3,Arc,189.63771484375,140.6584375
3,Arc,187.753896484375,142.542255859375
3,Arc,185.242138671875,145.054013671875
3,Arc,182.730380859375,146.93783203125
3,Arc,180.8465625,149.44958984375
3,Arc,178.3348046875,151.333408203125
3,Arc,176.450986328125,153.845166015625
3,Arc,174.56716796875,156.356923828125
3,Arc,172.05541015625,158.2407421875
3,Arc,170.171591796875,160.7525
3,Arc,168.2877734375,163.2642578125
3,Arc,166.403955078125,165.77601562499999
3,Arc,164.52013671875,168.2877734375
3,Arc,162.636318359375,170.79953125
3,Arc,160.7525,173.3112890625
3,Arc,158.868681640625,175.823046875
3,Arc,156.98486328125,178.962744140625
3,Arc,155.728984375,181.47450195312499
3,Arc,153.845166015625,183.986259765625
3,Arc,151.96134765624998,186.498017578125
3,Arc,150.70546875,189.63771484375
3,Arc,148.821650390625,192.14947265625
3,Arc,147.565771484375,195.289169921875
3,Arc,146.309892578125,197.800927734375
3,Arc,144.42607421875,200.312685546875
