x,z
296.38217,55.74806047
297.01183,56.32547997
297.64149,57.46712664
298.27116,54.34190805
298.90082,53.92578482
299.53048,52.01171671
300.16015,47.09110768
300.78981,46.13697173
301.41947,47.16717345
302.04913,46.08584965
302.6788,48.47186584
303.30846,52.48639305
303.93812,56.07836572
304.56779,57.16866381
305.19745,57.96482118
305.82711,62.60313027
306.45678,64.24514131
307.08644,64.6351211
307.7161,65.22110602
308.34577,68.65383068
308.97543,75.47789963
309.60509,80.81621752
310.23476,80.86958373
310.86442,82.11999717
311.49408,86.2304816
312.12374,91.32651725
312.75341,94.83737435
313.38307,96.16507412
314.01273,96.49840361
314.6424,97.09029315
315.27206,104.984882
315.90172,104.1877558
316.53139,100.5756507
317.16105,101.8110979
317.79071,108.9620955
318.42038,112.4297534
319.05004,117.1479954
319.6797,117.8655324
320.30937,122.7855622
320.93903,132.647824
321.56869,133.2957242
322.19835,127.3535984
322.82802,130.9541965
323.45768,134.0068036
324.08734,133.8518313
324.71701,138.8094103
325.34667,135.5035061
325.97633,134.6091705
326.606,134.7126605
327.23566,131.2636034
327.86532,125.8959378
328.49499,124.5313822
329.12465,122.3734154
329.75431,127.0443772
330.38397,128.2356177
331.01364,133.8913464
331.6433,138.2444999
332.27296,142.9495233
332.90263,141.7847294
333.53229,138.9199406
334.16195,135.4323004
334.79162,137.6388743
335.42128,135.321606
336.05094,131.0534144
336.68061,125.7917664
337.31027,128.8102651
337.93993,134.2778258
338.5696,137.6686709
339.19926,139.2284524
339.82892,141.565438
340.45858,145.0637807
341.08825,146.3655382
341.71791,150.3257055
342.34757,144.9776555
342.97724,138.9717905
343.6069,139.3346316
344.23656,135.4321363
344.86623,135.5357341
345.49589,136.0355469
346.12555,132.8223394
346.75522,131.8974297
347.38488,131.434188
348.01454,129.1143816
348.64421,125.7047416
349.27387,124.2521502
349.90353,127.3094305
350.53319,125.9782758
351.16286,129.8533172
351.79252,136.2230054
352.42218,131.4827066
353.05185,133.3288792
353.68151,134.0891999
354.31117,133.3382934
354.94084,132.8762842
355.5705,133.3020257
356.20016,128.9815183
356.82983,133.3485156
357.45949,137.4262431
358.08915,133.1801754
358.71881,133.5101762
359.34848,136.4410806
359.97814,134.893502
360.6078,137.4572828
361.23747,136.8636153
361.86713,132.770159
362.49679,135.6243104
363.12646,130.8349609
363.75612,127.0977262
364.38578,127.9406092
365.01545,127.7208502
365.64511,122.1071788
366.27477,120.5160128
